Marital,Mode,Order,Course,Attendance,Qualification,Nationality,Mother-Q,Father-Q,Mother-O,Father-O,Displaced,Need,Debtor,Fee,Gender,Scholarship,Age,1st,2nd,Unemployment,Inflation,GDP,Target
1 ,12 ,1 ,6 ,1 ,12 ,1 ,22 ,27 ,5 ,9 ,0 ,0 ,0 ,1 ,0 ,0 ,35 ,3 ,0 ,11.1 ,0.6 ,2.02 ,0 
1 ,12 ,1 ,3 ,0 ,1 ,1 ,13 ,27 ,8 ,9 ,0 ,0 ,1 ,0 ,0 ,0 ,31 ,2 ,3 ,11.1 ,0.6 ,2.02 ,0 
1 ,14 ,1 ,11 ,1 ,1 ,1 ,22 ,27 ,10 ,10 ,1 ,0 ,1 ,1 ,0 ,0 ,19 ,2 ,1 ,7.6 ,2.6 ,0.32 ,0 
1 ,1 ,4 ,10 ,1 ,1 ,1 ,1 ,14 ,5 ,6 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,6 ,5 ,8.9 ,1.4 ,3.51 ,1 
1 ,8 ,4 ,12 ,1 ,1 ,1 ,13 ,27 ,5 ,9 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,6 ,6 ,7.6 ,2.6 ,0.32 ,1 
1 ,8 ,1 ,12 ,1 ,1 ,1 ,3 ,3 ,3 ,4 ,0 ,0 ,0 ,1 ,0 ,0 ,19 ,8 ,8 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,1 ,3 ,6 ,1 ,1 ,1 ,1 ,28 ,10 ,12 ,0 ,0 ,0 ,1 ,0 ,0 ,21 ,5 ,4 ,7.6 ,2.6 ,0.32 ,1 
1 ,8 ,3 ,16 ,1 ,1 ,1 ,19 ,24 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,18 ,2 ,0 ,7.6 ,2.6 ,0.32 ,0 
1 ,1 ,2 ,2 ,1 ,1 ,1 ,23 ,28 ,5 ,10 ,1 ,0 ,0 ,1 ,1 ,0 ,19 ,0 ,0 ,7.6 ,2.6 ,0.32 ,1 
1 ,1 ,1 ,14 ,1 ,1 ,1 ,3 ,14 ,4 ,10 ,1 ,0 ,0 ,1 ,1 ,0 ,18 ,6 ,4 ,12.4 ,0.5 ,1.79 ,1 
1 ,8 ,1 ,6 ,1 ,1 ,1 ,13 ,14 ,2 ,2 ,1 ,0 ,0 ,1 ,1 ,0 ,18 ,6 ,6 ,16.2 ,0.3 ,-0.92 ,1 
1 ,12 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,10 ,10 ,1 ,0 ,0 ,0 ,1 ,0 ,25 ,0 ,0 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,1 ,3 ,2 ,1 ,1 ,1 ,1 ,3 ,6 ,3 ,1 ,0 ,0 ,1 ,1 ,0 ,19 ,0 ,0 ,12.7 ,3.7 ,-1.70 ,1 
1 ,1 ,6 ,12 ,1 ,1 ,1 ,23 ,14 ,4 ,4 ,1 ,0 ,0 ,1 ,1 ,0 ,18 ,7 ,8 ,12.4 ,0.5 ,1.79 ,1 
1 ,12 ,1 ,4 ,1 ,1 ,1 ,10 ,10 ,10 ,10 ,0 ,0 ,0 ,1 ,1 ,0 ,24 ,0 ,0 ,12.4 ,0.5 ,1.79 ,0 
5 ,4 ,1 ,12 ,1 ,15 ,1 ,22 ,27 ,5 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,29 ,7 ,7 ,12.7 ,3.7 ,-1.70 ,1 
1 ,14 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,27 ,0 ,0 ,7.6 ,2.6 ,0.32 ,0 
1 ,8 ,6 ,12 ,1 ,1 ,1 ,23 ,1 ,10 ,11 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,7 ,7 ,11.1 ,0.6 ,2.02 ,1 
2 ,14 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,28 ,14 ,12 ,9.4 ,-0.8 ,-3.12 ,0 
2 ,12 ,1 ,16 ,1 ,12 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,1 ,32 ,7 ,8 ,13.9 ,-0.3 ,0.79 ,1 
1 ,12 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,8 ,8 ,0 ,0 ,0 ,1 ,0 ,0 ,30 ,5 ,5 ,10.8 ,1.4 ,1.74 ,0 
1 ,4 ,1 ,12 ,1 ,2 ,1 ,23 ,27 ,8 ,9 ,0 ,0 ,0 ,1 ,0 ,0 ,29 ,4 ,4 ,12.7 ,3.7 ,-1.70 ,0 
1 ,1 ,1 ,12 ,1 ,1 ,1 ,1 ,1 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,19 ,7 ,7 ,12.7 ,3.7 ,-1.70 ,1 
1 ,12 ,2 ,3 ,0 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,29 ,6 ,6 ,12.4 ,0.5 ,1.79 ,1 
2 ,1 ,1 ,10 ,1 ,1 ,1 ,22 ,24 ,10 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,27 ,2 ,4 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,1 ,1 ,10 ,1 ,1 ,1 ,13 ,14 ,31 ,45 ,0 ,0 ,0 ,1 ,0 ,0 ,19 ,0 ,0 ,12.4 ,0.5 ,1.79 ,0 
1 ,8 ,1 ,14 ,1 ,1 ,1 ,22 ,28 ,9 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,21 ,3 ,2 ,7.6 ,2.6 ,0.32 ,0 
2 ,1 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,29 ,4 ,5 ,10.8 ,1.4 ,1.74 ,0 
2 ,14 ,1 ,9 ,1 ,2 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,1 ,0 ,0 ,0 ,42 ,13 ,12 ,15.5 ,2.8 ,-4.06 ,0 
1 ,1 ,1 ,10 ,1 ,1 ,1 ,13 ,14 ,10 ,8 ,0 ,0 ,0 ,1 ,0 ,1 ,18 ,6 ,6 ,15.5 ,2.8 ,-4.06 ,1 
1 ,12 ,1 ,6 ,1 ,1 ,1 ,23 ,28 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,24 ,5 ,5 ,10.8 ,1.4 ,1.74 ,1 
1 ,12 ,1 ,17 ,0 ,1 ,1 ,23 ,28 ,6 ,8 ,0 ,0 ,0 ,1 ,0 ,0 ,27 ,3 ,3 ,11.1 ,0.6 ,2.02 ,1 
1 ,1 ,4 ,12 ,1 ,1 ,1 ,23 ,1 ,10 ,11 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,8 ,8 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,8 ,3 ,15 ,1 ,1 ,1 ,19 ,24 ,13 ,13 ,1 ,0 ,1 ,1 ,0 ,1 ,19 ,6 ,5 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,1 ,2 ,15 ,1 ,1 ,1 ,13 ,27 ,10 ,11 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,6 ,6 ,11.1 ,0.6 ,2.02 ,1 
1 ,12 ,1 ,9 ,1 ,1 ,1 ,23 ,28 ,8 ,10 ,0 ,1 ,0 ,1 ,0 ,1 ,26 ,4 ,4 ,16.2 ,0.3 ,-0.92 ,1 
1 ,1 ,1 ,11 ,1 ,1 ,1 ,22 ,14 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,1 ,22 ,6 ,6 ,9.4 ,-0.8 ,-3.12 ,1 
2 ,12 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,7 ,4 ,0 ,0 ,1 ,1 ,1 ,0 ,37 ,4 ,3 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,4 ,1 ,6 ,1 ,3 ,1 ,13 ,27 ,12 ,12 ,0 ,0 ,0 ,1 ,1 ,0 ,24 ,3 ,0 ,7.6 ,2.6 ,0.32 ,0 
1 ,8 ,3 ,12 ,1 ,1 ,1 ,1 ,1 ,5 ,11 ,1 ,0 ,0 ,1 ,1 ,1 ,19 ,6 ,7 ,15.5 ,2.8 ,-4.06 ,1 
2 ,12 ,1 ,8 ,1 ,12 ,1 ,2 ,1 ,9 ,9 ,1 ,0 ,1 ,0 ,1 ,0 ,28 ,1 ,2 ,16.2 ,0.3 ,-0.92 ,0 
1 ,1 ,4 ,12 ,1 ,1 ,1 ,22 ,27 ,8 ,8 ,1 ,0 ,0 ,1 ,1 ,1 ,18 ,7 ,7 ,12.7 ,3.7 ,-1.70 ,1 
1 ,1 ,1 ,15 ,1 ,1 ,1 ,1 ,14 ,5 ,5 ,1 ,0 ,0 ,1 ,1 ,0 ,18 ,6 ,6 ,15.5 ,2.8 ,-4.06 ,1 
2 ,12 ,1 ,15 ,1 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,1 ,0 ,47 ,5 ,6 ,12.7 ,3.7 ,-1.70 ,0 
2 ,14 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,5 ,2 ,0 ,0 ,0 ,1 ,1 ,0 ,38 ,5 ,5 ,13.9 ,-0.3 ,0.79 ,1 
1 ,1 ,1 ,5 ,1 ,1 ,1 ,22 ,14 ,10 ,5 ,0 ,0 ,0 ,1 ,1 ,1 ,20 ,6 ,5 ,10.8 ,1.4 ,1.74 ,1 
1 ,15 ,1 ,8 ,1 ,14 ,1 ,22 ,27 ,10 ,4 ,1 ,0 ,0 ,1 ,1 ,0 ,21 ,6 ,3 ,13.9 ,-0.3 ,0.79 ,0 
1 ,1 ,1 ,8 ,1 ,1 ,1 ,3 ,28 ,4 ,6 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,5 ,5 ,9.4 ,-0.8 ,-3.12 ,1 
4 ,12 ,1 ,12 ,1 ,12 ,1 ,22 ,27 ,7 ,7 ,0 ,0 ,1 ,0 ,0 ,0 ,46 ,3 ,3 ,11.1 ,0.6 ,2.02 ,0 
1 ,14 ,2 ,12 ,1 ,1 ,1 ,23 ,28 ,10 ,6 ,0 ,0 ,0 ,1 ,0 ,0 ,23 ,12 ,12 ,7.6 ,2.6 ,0.32 ,1 
1 ,1 ,1 ,5 ,1 ,1 ,1 ,1 ,1 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,1 ,20 ,6 ,6 ,16.2 ,0.3 ,-0.92 ,1 
1 ,15 ,1 ,5 ,1 ,14 ,1 ,3 ,28 ,4 ,10 ,0 ,0 ,0 ,1 ,1 ,0 ,20 ,6 ,7 ,16.2 ,0.3 ,-0.92 ,1 
1 ,1 ,6 ,15 ,1 ,1 ,1 ,1 ,1 ,6 ,5 ,0 ,0 ,0 ,1 ,1 ,0 ,19 ,5 ,5 ,15.5 ,2.8 ,-4.06 ,1 
1 ,1 ,1 ,12 ,1 ,1 ,1 ,22 ,27 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,1 ,30 ,7 ,1 ,13.9 ,-0.3 ,0.79 ,0 
1 ,1 ,1 ,9 ,1 ,1 ,1 ,22 ,27 ,8 ,5 ,1 ,0 ,0 ,1 ,0 ,1 ,20 ,5 ,5 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,1 ,3 ,10 ,1 ,1 ,15 ,1 ,1 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,1 ,21 ,6 ,6 ,16.2 ,0.3 ,-0.92 ,1 
1 ,15 ,1 ,8 ,1 ,14 ,3 ,4 ,4 ,4 ,7 ,0 ,0 ,1 ,0 ,0 ,0 ,20 ,3 ,3 ,12.4 ,0.5 ,1.79 ,0 
1 ,8 ,2 ,15 ,1 ,1 ,14 ,13 ,1 ,10 ,10 ,1 ,0 ,0 ,0 ,0 ,0 ,21 ,6 ,6 ,8.9 ,1.4 ,3.51 ,1 
1 ,6 ,1 ,8 ,1 ,1 ,14 ,1 ,1 ,5 ,5 ,0 ,0 ,0 ,1 ,0 ,0 ,26 ,2 ,0 ,8.9 ,1.4 ,3.51 ,0 
1 ,6 ,1 ,10 ,1 ,1 ,12 ,3 ,27 ,3 ,9 ,1 ,0 ,0 ,0 ,0 ,0 ,20 ,5 ,6 ,13.9 ,-0.3 ,0.79 ,1 
1 ,9 ,3 ,6 ,1 ,1 ,18 ,1 ,1 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,4 ,5 ,10.8 ,1.4 ,1.74 ,1 
1 ,1 ,1 ,13 ,1 ,1 ,18 ,5 ,3 ,2 ,2 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,4 ,0 ,16.2 ,0.3 ,-0.92 ,0 
1 ,1 ,1 ,6 ,1 ,1 ,5 ,3 ,3 ,7 ,7 ,1 ,0 ,0 ,1 ,0 ,1 ,19 ,5 ,5 ,10.8 ,1.4 ,1.74 ,1 
1 ,1 ,1 ,2 ,1 ,1 ,14 ,3 ,3 ,3 ,6 ,1 ,0 ,0 ,1 ,0 ,1 ,19 ,0 ,0 ,13.9 ,-0.3 ,0.79 ,1 
1 ,8 ,2 ,11 ,1 ,1 ,14 ,13 ,28 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,22 ,6 ,6 ,13.9 ,-0.3 ,0.79 ,1 
1 ,15 ,1 ,10 ,1 ,14 ,14 ,1 ,1 ,5 ,7 ,0 ,0 ,1 ,1 ,0 ,1 ,23 ,6 ,6 ,12.4 ,0.5 ,1.79 ,1 
1 ,12 ,1 ,1 ,1 ,1 ,14 ,23 ,27 ,10 ,9 ,0 ,0 ,1 ,0 ,1 ,0 ,35 ,3 ,0 ,16.2 ,0.3 ,-0.92 ,0 
1 ,1 ,2 ,2 ,1 ,1 ,14 ,13 ,1 ,5 ,8 ,1 ,0 ,0 ,1 ,1 ,0 ,20 ,0 ,0 ,7.6 ,2.6 ,0.32 ,1 
1 ,14 ,1 ,6 ,1 ,1 ,11 ,23 ,28 ,10 ,7 ,1 ,0 ,0 ,1 ,1 ,0 ,28 ,18 ,12 ,15.5 ,2.8 ,-4.06 ,1 
1 ,6 ,1 ,14 ,1 ,1 ,14 ,1 ,1 ,10 ,6 ,0 ,0 ,1 ,0 ,1 ,0 ,18 ,4 ,3 ,8.9 ,1.4 ,3.51 ,0 
1 ,1 ,1 ,9 ,1 ,1 ,14 ,3 ,3 ,10 ,10 ,0 ,0 ,1 ,0 ,0 ,0 ,19 ,0 ,0 ,8.9 ,1.4 ,3.51 ,0 
1 ,6 ,1 ,15 ,1 ,1 ,12 ,13 ,14 ,5 ,6 ,1 ,0 ,0 ,1 ,0 ,0 ,22 ,6 ,6 ,12.4 ,0.5 ,1.79 ,1 
1 ,1 ,2 ,15 ,1 ,1 ,14 ,1 ,27 ,10 ,8 ,0 ,0 ,0 ,1 ,0 ,1 ,20 ,5 ,5 ,15.5 ,2.8 ,-4.06 ,1 
1 ,1 ,2 ,5 ,1 ,1 ,17 ,2 ,1 ,10 ,2 ,1 ,0 ,0 ,1 ,1 ,0 ,21 ,5 ,5 ,16.2 ,0.3 ,-0.92 ,1 
1 ,1 ,3 ,15 ,1 ,1 ,4 ,13 ,14 ,5 ,10 ,1 ,0 ,0 ,1 ,1 ,1 ,18 ,6 ,6 ,16.2 ,0.3 ,-0.92 ,1 
1 ,8 ,5 ,7 ,1 ,1 ,4 ,4 ,10 ,3 ,10 ,1 ,0 ,0 ,1 ,1 ,0 ,20 ,5 ,5 ,8.9 ,1.4 ,3.51 ,1 
1 ,15 ,1 ,9 ,1 ,14 ,9 ,2 ,27 ,3 ,9 ,0 ,0 ,1 ,0 ,1 ,0 ,25 ,0 ,0 ,15.5 ,2.8 ,-4.06 ,0 
1 ,6 ,1 ,7 ,1 ,1 ,14 ,1 ,3 ,6 ,9 ,0 ,0 ,1 ,1 ,1 ,0 ,21 ,0 ,0 ,11.1 ,0.6 ,2.02 ,0 
1 ,14 ,1 ,14 ,1 ,1 ,9 ,22 ,27 ,10 ,10 ,1 ,0 ,0 ,1 ,1 ,0 ,23 ,6 ,10 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,6 ,1 ,9 ,1 ,1 ,14 ,26 ,1 ,4 ,5 ,0 ,0 ,1 ,0 ,1 ,0 ,26 ,6 ,2 ,11.1 ,0.6 ,2.02 ,0 
1 ,14 ,1 ,12 ,1 ,1 ,16 ,1 ,1 ,7 ,7 ,0 ,0 ,0 ,1 ,0 ,0 ,39 ,0 ,0 ,12.7 ,3.7 ,-1.70 ,0 
1 ,5 ,1 ,11 ,1 ,1 ,10 ,3 ,1 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,6 ,6 ,12.4 ,0.5 ,1.79 ,1 
1 ,6 ,1 ,11 ,1 ,1 ,12 ,13 ,1 ,10 ,8 ,1 ,0 ,0 ,0 ,0 ,0 ,21 ,6 ,4 ,13.9 ,-0.3 ,0.79 ,1 
1 ,5 ,1 ,12 ,1 ,1 ,10 ,3 ,3 ,3 ,10 ,1 ,0 ,1 ,0 ,0 ,0 ,23 ,7 ,7 ,12.7 ,3.7 ,-1.70 ,0 
2 ,6 ,1 ,15 ,1 ,1 ,14 ,22 ,27 ,10 ,7 ,0 ,0 ,0 ,1 ,0 ,0 ,59 ,6 ,4 ,11.1 ,0.6 ,2.02 ,1 
1 ,4 ,1 ,8 ,1 ,2 ,3 ,27 ,1 ,5 ,10 ,0 ,0 ,0 ,1 ,1 ,0 ,35 ,0 ,0 ,8.9 ,1.4 ,3.51 ,0 
1 ,14 ,1 ,8 ,1 ,1 ,3 ,22 ,27 ,10 ,7 ,0 ,0 ,0 ,1 ,0 ,0 ,37 ,0 ,0 ,13.9 ,-0.3 ,0.79 ,0 
1 ,1 ,2 ,15 ,1 ,1 ,21 ,13 ,1 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,1 ,19 ,6 ,6 ,11.1 ,0.6 ,2.02 ,0 
1 ,13 ,1 ,12 ,1 ,1 ,14 ,3 ,1 ,4 ,11 ,1 ,0 ,0 ,0 ,0 ,0 ,33 ,5 ,5 ,12.4 ,0.5 ,1.79 ,0 
1 ,8 ,1 ,2 ,1 ,1 ,14 ,1 ,1 ,6 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,0 ,0 ,12.7 ,3.7 ,-1.70 ,0 
1 ,6 ,1 ,9 ,1 ,1 ,12 ,22 ,2 ,7 ,5 ,0 ,0 ,1 ,1 ,1 ,0 ,19 ,3 ,4 ,12.4 ,0.5 ,1.79 ,1 
1 ,12 ,1 ,4 ,1 ,1 ,14 ,1 ,1 ,10 ,10 ,0 ,0 ,1 ,0 ,0 ,0 ,29 ,3 ,1 ,15.5 ,2.8 ,-4.06 ,0 
1 ,8 ,3 ,11 ,1 ,1 ,12 ,23 ,3 ,10 ,4 ,1 ,0 ,1 ,0 ,0 ,0 ,20 ,3 ,0 ,10.8 ,1.4 ,1.74 ,0 
1 ,5 ,1 ,15 ,1 ,1 ,9 ,23 ,27 ,1 ,6 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,0 ,0 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,6 ,1 ,10 ,1 ,1 ,12 ,13 ,1 ,10 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,22 ,5 ,5 ,13.9 ,-0.3 ,0.79 ,1 
1 ,5 ,1 ,6 ,1 ,1 ,9 ,2 ,14 ,3 ,9 ,0 ,0 ,0 ,1 ,0 ,0 ,18 ,6 ,5 ,11.1 ,0.6 ,2.02 ,1 
1 ,5 ,1 ,14 ,1 ,1 ,9 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,20 ,5 ,4 ,9.4 ,-0.8 ,-3.12 ,1 
2 ,18 ,1 ,17 ,0 ,1 ,14 ,23 ,27 ,5 ,7 ,0 ,0 ,0 ,1 ,0 ,0 ,37 ,7 ,10 ,8.9 ,1.4 ,3.51 ,1 
1 ,1 ,1 ,11 ,1 ,1 ,2 ,22 ,1 ,10 ,4 ,1 ,0 ,0 ,1 ,1 ,0 ,18 ,6 ,6 ,7.6 ,2.6 ,0.32 ,1 
1 ,1 ,1 ,5 ,1 ,1 ,14 ,22 ,14 ,10 ,9 ,1 ,0 ,0 ,1 ,0 ,1 ,19 ,6 ,6 ,11.1 ,0.6 ,2.02 ,1 
1 ,1 ,4 ,15 ,1 ,1 ,4 ,10 ,10 ,12 ,5 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,6 ,5 ,7.6 ,2.6 ,0.32 ,1 
1 ,12 ,1 ,2 ,1 ,12 ,17 ,1 ,14 ,3 ,8 ,0 ,0 ,0 ,1 ,1 ,1 ,25 ,0 ,0 ,15.5 ,2.8 ,-4.06 ,0 
1 ,15 ,1 ,6 ,1 ,14 ,3 ,5 ,4 ,2 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,20 ,6 ,5 ,12.4 ,0.5 ,1.79 ,1 
1 ,5 ,2 ,15 ,1 ,1 ,9 ,13 ,28 ,4 ,6 ,1 ,0 ,0 ,0 ,0 ,0 ,18 ,5 ,0 ,10.8 ,1.4 ,1.74 ,0 
1 ,5 ,2 ,6 ,1 ,1 ,9 ,13 ,1 ,5 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,18 ,6 ,6 ,12.4 ,0.5 ,1.79 ,1 
1 ,6 ,1 ,14 ,1 ,1 ,12 ,27 ,1 ,3 ,8 ,0 ,1 ,1 ,1 ,0 ,0 ,20 ,6 ,5 ,8.9 ,1.4 ,3.51 ,1 
1 ,14 ,1 ,3 ,0 ,1 ,9 ,22 ,27 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,25 ,15 ,11 ,13.9 ,-0.3 ,0.79 ,1 
1 ,6 ,1 ,9 ,1 ,1 ,12 ,1 ,1 ,3 ,4 ,0 ,0 ,0 ,1 ,0 ,0 ,19 ,4 ,5 ,11.1 ,0.6 ,2.02 ,1 
1 ,1 ,1 ,11 ,1 ,1 ,14 ,22 ,27 ,6 ,6 ,1 ,0 ,0 ,1 ,0 ,1 ,20 ,6 ,6 ,10.8 ,1.4 ,1.74 ,1 
1 ,6 ,1 ,10 ,1 ,1 ,12 ,13 ,14 ,10 ,7 ,0 ,0 ,0 ,1 ,1 ,0 ,21 ,6 ,6 ,11.1 ,0.6 ,2.02 ,1 
1 ,1 ,1 ,8 ,1 ,1 ,14 ,1 ,14 ,6 ,6 ,1 ,0 ,0 ,1 ,0 ,0 ,20 ,5 ,5 ,12.7 ,3.7 ,-1.70 ,1 
1 ,14 ,1 ,17 ,0 ,1 ,14 ,22 ,27 ,10 ,9 ,0 ,0 ,0 ,1 ,0 ,0 ,34 ,2 ,1 ,10.8 ,1.4 ,1.74 ,0 
1 ,1 ,4 ,15 ,1 ,1 ,9 ,1 ,27 ,4 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,20 ,6 ,6 ,12.7 ,3.7 ,-1.70 ,1 
1 ,6 ,1 ,14 ,1 ,1 ,14 ,1 ,1 ,10 ,5 ,0 ,0 ,0 ,1 ,0 ,0 ,21 ,7 ,6 ,11.1 ,0.6 ,2.02 ,1 
1 ,9 ,2 ,15 ,1 ,1 ,10 ,22 ,14 ,10 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,22 ,5 ,6 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,12 ,1 ,13 ,1 ,1 ,3 ,3 ,3 ,5 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,54 ,0 ,0 ,12.4 ,0.5 ,1.79 ,0 
2 ,12 ,1 ,13 ,1 ,1 ,3 ,23 ,28 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,32 ,7 ,8 ,12.7 ,3.7 ,-1.70 ,1 
1 ,14 ,1 ,15 ,1 ,1 ,9 ,19 ,24 ,12 ,12 ,0 ,0 ,1 ,1 ,0 ,0 ,23 ,1 ,4 ,7.6 ,2.6 ,0.32 ,0 
1 ,1 ,1 ,2 ,1 ,1 ,14 ,22 ,27 ,10 ,10 ,1 ,0 ,1 ,0 ,1 ,0 ,27 ,0 ,0 ,7.6 ,2.6 ,0.32 ,0 
1 ,1 ,1 ,11 ,1 ,1 ,14 ,1 ,1 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,1 ,20 ,6 ,5 ,8.9 ,1.4 ,3.51 ,1 
1 ,14 ,1 ,3 ,0 ,1 ,3 ,19 ,24 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,25 ,11 ,8 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,6 ,1 ,6 ,1 ,1 ,14 ,3 ,3 ,5 ,3 ,0 ,0 ,0 ,1 ,0 ,0 ,18 ,6 ,6 ,11.1 ,0.6 ,2.02 ,1 
1 ,14 ,3 ,9 ,1 ,1 ,8 ,3 ,27 ,4 ,4 ,1 ,0 ,0 ,1 ,0 ,0 ,22 ,1 ,2 ,7.6 ,2.6 ,0.32 ,0 
1 ,8 ,2 ,13 ,1 ,1 ,14 ,1 ,1 ,8 ,8 ,1 ,0 ,0 ,1 ,0 ,0 ,20 ,7 ,8 ,15.5 ,2.8 ,-4.06 ,1 
1 ,6 ,1 ,6 ,1 ,1 ,14 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,18 ,4 ,5 ,11.1 ,0.6 ,2.02 ,0 
1 ,1 ,1 ,10 ,1 ,1 ,14 ,13 ,14 ,10 ,10 ,1 ,0 ,1 ,1 ,0 ,1 ,19 ,6 ,6 ,8.9 ,1.4 ,3.51 ,1 
1 ,8 ,1 ,6 ,1 ,1 ,6 ,22 ,27 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,6 ,6 ,15.5 ,2.8 ,-4.06 ,1 
1 ,14 ,5 ,10 ,1 ,1 ,10 ,22 ,14 ,10 ,8 ,1 ,0 ,1 ,0 ,0 ,0 ,22 ,9 ,4 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,8 ,2 ,2 ,1 ,1 ,14 ,1 ,1 ,3 ,4 ,1 ,0 ,0 ,1 ,1 ,0 ,20 ,0 ,0 ,11.1 ,0.6 ,2.02 ,0 
1 ,9 ,2 ,12 ,1 ,1 ,10 ,1 ,1 ,5 ,4 ,1 ,0 ,0 ,1 ,0 ,1 ,20 ,8 ,8 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,1 ,1 ,15 ,1 ,1 ,2 ,1 ,1 ,6 ,10 ,0 ,0 ,0 ,1 ,0 ,1 ,18 ,6 ,6 ,12.7 ,3.7 ,-1.70 ,1 
1 ,6 ,1 ,16 ,1 ,1 ,14 ,28 ,1 ,25 ,26 ,0 ,0 ,0 ,1 ,0 ,0 ,23 ,16 ,9 ,8.9 ,1.4 ,3.51 ,1 
1 ,1 ,3 ,15 ,1 ,1 ,9 ,22 ,27 ,10 ,10 ,0 ,0 ,1 ,0 ,0 ,1 ,20 ,6 ,5 ,10.8 ,1.4 ,1.74 ,1 
2 ,12 ,2 ,14 ,1 ,1 ,14 ,22 ,14 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,30 ,0 ,0 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,1 ,3 ,12 ,1 ,1 ,3 ,22 ,27 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,6 ,6 ,7.6 ,2.6 ,0.32 ,1 
4 ,14 ,1 ,16 ,1 ,1 ,16 ,13 ,16 ,12 ,12 ,0 ,0 ,0 ,1 ,0 ,0 ,33 ,6 ,3 ,7.6 ,2.6 ,0.32 ,0 
